070-0000 北海道 旭川市 
078-2104 北海道 雨竜郡秩父別町 ４条
078-2105 北海道 雨竜郡秩父別町 ５条
078-2106 北海道 雨竜郡秩父別町 ６条
078-2107 北海道 雨竜郡秩父別町 ７条
078-2108 北海道 雨竜郡秩父別町 ８条
078-2109 北海道 雨竜郡秩父別町 ９条
078-2111 北海道 雨竜郡秩父別町 南１条
078-2112 北海道 雨竜郡秩父別町 南２条
078-2121 北海道 雨竜郡秩父別町 滝の上
078-2122 北海道 雨竜郡秩父別町 中山
078-2123 北海道 雨竜郡秩父別町 東山
078-2124 北海道 雨竜郡秩父別町 南山
078-2192 北海道 雨竜郡秩父別町 ２条
078-2193 北海道 雨竜郡秩父別町 ２条
078-2200 北海道 雨竜郡沼田町 
078-2201 北海道 雨竜郡沼田町 旭町
078-2202 北海道 雨竜郡沼田町 南一条
078-2203 北海道 雨竜郡沼田町 本通
078-2204 北海道 雨竜郡沼田町 西町
078-2205 北海道 雨竜郡沼田町 北一条
078-2206 北海道 雨竜郡沼田町 緑町
078-2211 北海道 雨竜郡沼田町 更新
078-2212 北海道 雨竜郡沼田町 東予
078-2213 北海道 雨竜郡沼田町 共成
078-2214 北海道 雨竜郡沼田町 高穂
078-2221 北海道 雨竜郡沼田町 真布
078-2222 北海道 雨竜郡沼田町 沼田
078-2223 北海道 雨竜郡沼田町 北竜
078-2224 北海道 雨竜郡沼田町 恵比島
078-2225 北海道 雨竜郡沼田町 幌新
078-2500 北海道 雨竜郡北竜町 
078-2501 北海道 雨竜郡北竜町 美葉牛
078-2502 北海道 雨竜郡北竜町 岩村
078-2503 北海道 雨竜郡北竜町 碧水
078-2511 北海道 雨竜郡北竜町 板谷
078-2512 北海道 雨竜郡北竜町 和
078-2513 北海道 雨竜郡北竜町 三谷
078-2514 北海道 雨竜郡北竜町 恵岱別
078-2515 北海道 雨竜郡北竜町 竜西
078-2516 北海道 雨竜郡北竜町 西川
078-2531 北海道 雨竜郡雨竜町 第５町内
078-2600 北海道 雨竜郡雨竜町 
078-2631 北海道 雨竜郡雨竜町 第１町内
078-2632 北海道 雨竜郡雨竜町 第２町内
078-2633 北海道 雨竜郡雨竜町 第３町内
078-2634 北海道 雨竜郡雨竜町 第４町内
078-2635 北海道 雨竜郡雨竜町 第５町内
078-2636 北海道 雨竜郡雨竜町 第６町内
078-2637 北海道 雨竜郡雨竜町 第７町内
078-2638 北海道 雨竜郡雨竜町 第８町内
078-2639 北海道 雨竜郡雨竜町 第９町内
078-2641 北海道 雨竜郡雨竜町 第１０町内
078-2642 北海道 雨竜郡雨竜町 第１１町内
078-2651 北海道 樺戸郡新十津川町 美沢
078-2692 北海道 雨竜郡雨竜町 
078-3161 北海道 留萌市 留萌村
078-3162 北海道 留萌市 東幌町
078-3163 北海道 留萌市 南幌町
078-3164 北海道 留萌市 留萌村
078-3165 北海道 留萌市 藤山町
078-3165 北海道 留萌市 留萌原野
078-3166 北海道 留萌市 中幌町
078-3167 北海道 留萌市 樽真布町
078-3168 北海道 留萌市 幌糠町
078-3300 北海道 留萌郡小平町 
078-3301 北海道 留萌郡小平町 小平町
078-3302 北海道 留萌郡小平町 臼谷
078-3303 北海道 留萌郡小平町 豊平
078-3304 北海道 留萌郡小平町 本郷
078-3305 北海道 留萌郡小平町 桑園
078-3306 北海道 留萌郡小平町 菊岡
078-3307 北海道 留萌郡小平町 豊岡
078-3308 北海道 留萌郡小平町 岐富
078-3309 北海道 留萌郡小平町 沖内
078-3311 北海道 留萌郡小平町 花岡
078-3312 北海道 留萌郡小平町 富里
078-3313 北海道 留萌郡小平町 平和
078-3392 北海道 留萌郡小平町 小平町
078-3393 北海道 留萌郡小平町 小平町
078-3394 北海道 留萌郡小平町 小平町
078-3441 北海道 留萌郡小平町 鬼鹿港町
078-3442 北海道 留萌郡小平町 鬼鹿田代
078-3451 北海道 留萌郡小平町 鬼鹿豊浜
078-3452 北海道 留萌郡小平町 鬼鹿千松
078-3453 北海道 留萌郡小平町 鬼鹿元浜
078-3454 北海道 留萌郡小平町 鬼鹿広富
078-3455 北海道 留萌郡小平町 鬼鹿秀浦
078-3456 北海道 留萌郡小平町 鬼鹿富岡
078-3457 北海道 留萌郡小平町 大椴
078-3541 北海道 苫前郡苫前町 力昼
078-3621 北海道 苫前郡苫前町 古丹別
078-3631 北海道 苫前郡苫前町 香川
078-3632 北海道 苫前郡苫前町 長島
078-3633 北海道 苫前郡苫前町 小川
078-3634 北海道 苫前郡苫前町 岩見
078-3635 北海道 苫前郡苫前町 東川
078-3636 北海道 苫前郡苫前町 霧立
078-3637 北海道 苫前郡苫前町 九重
078-3638 北海道 苫前郡苫前町 三渓
078-3700 北海道 苫前郡苫前町 
078-3701 北海道 苫前郡苫前町 苫前
078-3702 北海道 苫前郡苫前町 栄浜
078-3711 北海道 苫前郡苫前町 旭
078-3712 北海道 苫前郡苫前町 上平
078-3713 北海道 苫前郡苫前町 興津
078-3714 北海道 苫前郡苫前町 香川
078-3715 北海道 苫前郡苫前町 昭和
078-3716 北海道 苫前郡苫前町 豊浦
078-3717 北海道 苫前郡苫前町 三豊
078-3792 北海道 苫前郡苫前町 旭
078-3871 北海道 苫前郡羽幌町 焼尻
078-3951 北海道 苫前郡羽幌町 天売
078-3952 北海道 苫前郡羽幌町 天売
078-3953 北海道 苫前郡羽幌町 天売
078-3954 北海道 苫前郡羽幌町 天売
078-3955 北海道 苫前郡羽幌町 天売
078-4100 北海道 苫前郡羽幌町 
078-4101 北海道 苫前郡羽幌町 南一条
078-4102 北海道 苫前郡羽幌町 南二条
078-4103 北海道 苫前郡羽幌町 南三条
078-4104 北海道 苫前郡羽幌町 南四条
078-4105 北海道 苫前郡羽幌町 南五条
078-4106 北海道 苫前郡羽幌町 南六条
078-4107 北海道 苫前郡羽幌町 南七条
078-4108 北海道 苫前郡羽幌町 南大通
078-4110 北海道 苫前郡羽幌町 北大通
078-4111 北海道 苫前郡羽幌町 北一条
078-4112 北海道 苫前郡羽幌町 北二条
078-4113 北海道 苫前郡羽幌町 北三条
078-4114 北海道 苫前郡羽幌町 北四条
078-4115 北海道 苫前郡羽幌町 北五条
078-4116 北海道 苫前郡羽幌町 北六条
078-4117 北海道 苫前郡羽幌町 朝日
078-4118 北海道 苫前郡羽幌町 浜町
078-4119 北海道 苫前郡羽幌町 北町
078-4120 北海道 苫前郡羽幌町 港町
078-4121 北海道 苫前郡羽幌町 幸町
078-4122 北海道 苫前郡羽幌町 南町
078-4123 北海道 苫前郡羽幌町 栄町
078-4130 北海道 苫前郡羽幌町 緑町
078-4131 北海道 苫前郡羽幌町 寿町
078-4132 北海道 苫前郡羽幌町 中央
078-4133 北海道 苫前郡羽幌町 平
078-4134 北海道 苫前郡羽幌町 上羽幌
078-4140 北海道 苫前郡羽幌町 汐見
078-4141 北海道 苫前郡羽幌町 築別
078-4142 北海道 苫前郡羽幌町 上築
078-4143 北海道 苫前郡羽幌町 高台
078-4144 北海道 苫前郡羽幌町 曙
078-4145 北海道 苫前郡羽幌町 築別炭砿
078-4193 北海道 苫前郡羽幌町 南三条
078-4194 北海道 苫前郡羽幌町 南町
078-4196 北海道 苫前郡羽幌町 南大通
078-4198 北海道 苫前郡羽幌町 南町
078-4400 北海道 苫前郡初山別村 
078-4411 北海道 苫前郡初山別村 有明
078-4412 北海道 苫前郡初山別村 栄
078-4421 北海道 苫前郡初山別村 初山別
078-4422 北海道 苫前郡初山別村 千代田
078-4431 北海道 苫前郡初山別村 豊岬
078-4432 北海道 苫前郡初山別村 明里
078-4433 北海道 苫前郡初山別村 共成
078-4492 北海道 苫前郡初山別村 初山別
078-8201 北海道 旭川市 東旭川町東桜岡
078-8202 北海道 旭川市 東旭川町豊田
078-8203 北海道 旭川市 東旭川町日ノ出
078-8204 北海道 旭川市 東旭川町桜岡
078-8205 北海道 旭川市 東旭川町倉沼
078-8206 北海道 旭川市 東旭川町忠別
078-8207 北海道 旭川市 東旭川町上兵村
078-8208 北海道 旭川市 東旭川町下兵村
078-8211 北海道 旭川市 １条通
078-8211 北海道 旭川市 １条通
078-8211 北海道 旭川市 １条通
078-8211 北海道 旭川市 １条通
078-8211 北海道 旭川市 １条通
078-8211 北海道 旭川市 １条通
078-8211 北海道 旭川市 １条通
078-8211 北海道 旭川市 １条通
078-8212 北海道 旭川市 ２条通
078-8212 北海道 旭川市 ２条通
078-8212 北海道 旭川市 ２条通
078-8212 北海道 旭川市 ２条通
078-8212 北海道 旭川市 ２条通
078-8212 北海道 旭川市 ２条通
078-8212 北海道 旭川市 ２条通
078-8212 北海道 旭川市 ２条通
078-8213 北海道 旭川市 ３条通
078-8213 北海道 旭川市 ３条通
078-8213 北海道 旭川市 ３条通
078-8213 北海道 旭川市 ３条通
078-8213 北海道 旭川市 ３条通
078-8213 北海道 旭川市 ３条通
078-8213 北海道 旭川市 ３条通
078-8213 北海道 旭川市 ３条通
078-8214 北海道 旭川市 ４条通
078-8214 北海道 旭川市 ４条通
078-8214 北海道 旭川市 ４条通
078-8214 北海道 旭川市 ４条通
078-8214 北海道 旭川市 ４条通
078-8214 北海道 旭川市 ４条通
078-8214 北海道 旭川市 ４条通
078-8214 北海道 旭川市 ４条通
078-8215 北海道 旭川市 ５条通
078-8215 北海道 旭川市 ５条通
078-8215 北海道 旭川市 ５条通
078-8215 北海道 旭川市 ５条通
078-8215 北海道 旭川市 ５条通
078-8215 北海道 旭川市 ５条通
078-8215 北海道 旭川市 ５条通
078-8215 北海道 旭川市 ５条通
078-8216 北海道 旭川市 ６条通
078-8216 北海道 旭川市 ６条通
078-8216 北海道 旭川市 ６条通
078-8216 北海道 旭川市 ６条通
078-8216 北海道 旭川市 ６条通
078-8216 北海道 旭川市 ６条通
078-8216 北海道 旭川市 ６条通
078-8216 北海道 旭川市 ６条通
078-8217 北海道 旭川市 ７条通
078-8217 北海道 旭川市 ７条通
078-8217 北海道 旭川市 ７条通
078-8217 北海道 旭川市 ７条通
078-8217 北海道 旭川市 ７条通
078-8217 北海道 旭川市 ７条通
078-8217 北海道 旭川市 ７条通
078-8217 北海道 旭川市 ７条通
078-8218 北海道 旭川市 ８条通
078-8218 北海道 旭川市 ８条通
078-8218 北海道 旭川市 ８条通
078-8218 北海道 旭川市 ８条通
078-8218 北海道 旭川市 ８条通
078-8218 北海道 旭川市 ８条通
078-8218 北海道 旭川市 ８条通
078-8218 北海道 旭川市 ８条通
078-8219 北海道 旭川市 ９条通
078-8219 北海道 旭川市 ９条通
078-8219 北海道 旭川市 ９条通
078-8219 北海道 旭川市 ９条通
078-8219 北海道 旭川市 ９条通
078-8219 北海道 旭川市 ９条通
078-8219 北海道 旭川市 ９条通
078-8219 北海道 旭川市 ９条通
078-8220 北海道 旭川市 １０条通
078-8220 北海道 旭川市 １０条通
078-8220 北海道 旭川市 １０条通
078-8220 北海道 旭川市 １０条通
078-8220 北海道 旭川市 １０条通
078-8220 北海道 旭川市 １０条通
078-8220 北海道 旭川市 １０条通
078-8220 北海道 旭川市 １０条通
078-8221 北海道 旭川市 １１条通
078-8231 北海道 旭川市 豊岡１条
078-8232 北海道 旭川市 豊岡２条
078-8233 北海道 旭川市 豊岡３条
078-8234 北海道 旭川市 豊岡４条
078-8235 北海道 旭川市 豊岡５条
078-8236 北海道 旭川市 豊岡６条
078-8237 北海道 旭川市 豊岡７条
078-8238 北海道 旭川市 豊岡８条
078-8239 北海道 旭川市 豊岡９条
078-8240 北海道 旭川市 豊岡１０条
078-8241 北海道 旭川市 豊岡１１条
078-8242 北海道 旭川市 豊岡１２条
078-8243 北海道 旭川市 豊岡１３条
078-8244 北海道 旭川市 豊岡１４条
078-8245 北海道 旭川市 豊岡１５条
078-8246 北海道 旭川市 豊岡１６条
078-8251 北海道 旭川市 東旭川北１条
078-8252 北海道 旭川市 東旭川北２条
078-8253 北海道 旭川市 東旭川北３条
078-8261 北海道 旭川市 東旭川南１条
078-8262 北海道 旭川市 東旭川南２条
078-8271 北海道 旭川市 工業団地１条
078-8272 北海道 旭川市 工業団地２条
078-8273 北海道 旭川市 工業団地３条
078-8274 北海道 旭川市 工業団地４条
078-8275 北海道 旭川市 工業団地５条
078-8301 北海道 旭川市 緑が丘１条
078-8302 北海道 旭川市 緑が丘２条
078-8303 北海道 旭川市 緑が丘３条
078-8304 北海道 旭川市 緑が丘４条
078-8305 北海道 旭川市 緑が丘５条
078-8308 北海道 旭川市 旭神町
078-8311 北海道 旭川市 神楽岡１条
078-8312 北海道 旭川市 神楽岡２条
078-8313 北海道 旭川市 神楽岡３条
078-8314 北海道 旭川市 神楽岡４条
078-8315 北海道 旭川市 神楽岡５条
078-8316 北海道 旭川市 神楽岡６条
078-8317 北海道 旭川市 神楽岡７条
078-8318 北海道 旭川市 神楽岡８条
078-8319 北海道 旭川市 神楽岡９条
078-8320 北海道 旭川市 神楽岡１０条
078-8321 北海道 旭川市 神楽岡１１条
078-8322 北海道 旭川市 神楽岡１２条
078-8323 北海道 旭川市 神楽岡１３条
078-8324 北海道 旭川市 神楽岡１４条
078-8325 北海道 旭川市 神楽岡１５条
078-8326 北海道 旭川市 神楽岡１６条
078-8327 北海道 旭川市 神楽岡公園
078-8328 北海道 旭川市 宮前通西
078-8329 北海道 旭川市 宮前通東
078-8330 北海道 旭川市 宮下通
078-8330 北海道 旭川市 宮下通
078-8330 北海道 旭川市 宮下通
078-8330 北海道 旭川市 宮下通
078-8330 北海道 旭川市 宮下通
078-8330 北海道 旭川市 宮下通
078-8330 北海道 旭川市 宮下通
078-8330 北海道 旭川市 宮下通
078-8330 北海道 旭川市 宮下通
078-8331 北海道 旭川市 南１条通
078-8332 北海道 旭川市 南２条通
078-8333 北海道 旭川市 南３条通
078-8334 北海道 旭川市 南４条通
078-8335 北海道 旭川市 南５条通
078-8336 北海道 旭川市 南６条通
078-8337 北海道 旭川市 南７条通
078-8338 北海道 旭川市 南８条通
078-8339 北海道 旭川市 南９条通
078-8340 北海道 旭川市 東旭川町共栄
078-8341 北海道 旭川市 東光１条
078-8342 北海道 旭川市 東光２条
078-8343 北海道 旭川市 東光３条
078-8344 北海道 旭川市 東光４条
078-8345 北海道 旭川市 東光５条
078-8346 北海道 旭川市 東光６条
078-8347 北海道 旭川市 東光７条
078-8348 北海道 旭川市 東光８条
078-8349 北海道 旭川市 東光９条
078-8350 北海道 旭川市 東光１０条
078-8351 北海道 旭川市 東光１１条
078-8352 北海道 旭川市 東光１２条
078-8353 北海道 旭川市 東光１３条
078-8354 北海道 旭川市 東光１４条
078-8355 北海道 旭川市 東光１５条
078-8356 北海道 旭川市 東光１６条
078-8357 北海道 旭川市 東光１７条
078-8358 北海道 旭川市 東光１８条
078-8359 北海道 旭川市 東光１９条
078-8360 北海道 旭川市 東光２０条
078-8361 北海道 旭川市 東光２１条
078-8362 北海道 旭川市 東光２２条
078-8363 北海道 旭川市 東光２３条
078-8364 北海道 旭川市 東光２４条
078-8365 北海道 旭川市 東光２５条
078-8366 北海道 旭川市 東光２６条
078-8367 北海道 旭川市 東光２７条
078-8368 北海道 旭川市 東旭川町旭正
078-8371 北海道 旭川市 旭神１条
078-8372 北海道 旭川市 旭神２条
078-8373 北海道 旭川市 旭神３条
078-8381 北海道 旭川市 西神楽１線
078-8382 北海道 旭川市 西神楽２線
078-8383 北海道 旭川市 西神楽３線
078-8501 北海道 旭川市 宮前通東
078-8502 北海道 旭川市 宮前通東
078-8503 北海道 旭川市 宮前通東
078-8504 北海道 旭川市 宮前通東
078-8505 北海道 旭川市 宮前通東
078-8506 北海道 旭川市 宮前通東
078-8510 北海道 旭川市 
078-8511 北海道 旭川市 
078-8513 北海道 旭川市 宮前通東
078-8555 北海道 旭川市 
078-8801 北海道 旭川市 緑が丘東１条
078-8802 北海道 旭川市 緑が丘東２条
078-8803 北海道 旭川市 緑が丘東３条
078-8804 北海道 旭川市 緑が丘東４条
078-8805 北海道 旭川市 緑が丘東５条
078-8811 北海道 旭川市 緑が丘南１条
078-8812 北海道 旭川市 緑が丘南２条
078-8813 北海道 旭川市 緑が丘南３条
078-8814 北海道 旭川市 緑が丘南４条
078-8815 北海道 旭川市 緑が丘南５条
078-8821 北海道 旭川市 西御料１条
078-8822 北海道 旭川市 西御料２条
078-8823 北海道 旭川市 西御料３条
078-8824 北海道 旭川市 西御料４条
078-8825 北海道 旭川市 西御料５条
079-0161 北海道 美唄市 光珠内拓北
079-0162 北海道 美唄市 光珠内北
079-0164 北海道 美唄市 光珠内下中の沢
079-0165 北海道 美唄市 光珠内上中の沢
079-0166 北海道 美唄市 光珠内東山
079-0167 北海道 美唄市 光珠内町南
079-0171 北海道 美唄市 光珠内中央
079-0172 北海道 美唄市 峰延町東
079-0173 北海道 美唄市 峰延町公園
079-0174 北海道 美唄市 峰延町本町
079-0175 北海道 美唄市 峰延町峰樺
079-0176 北海道 美唄市 豊葦町
079-0177 北海道 美唄市 上美唄町
079-0177 北海道 美唄市 上美唄町
079-0181 北海道 岩見沢市 岡山町
079-0182 北海道 岩見沢市 峰延町
079-0183 北海道 岩見沢市 大願町
079-0192 北海道 美唄市 峰延町本町
079-0197 北海道 美唄市 
079-0198 北海道 美唄市 光珠内東山
079-0261 北海道 美唄市 茶志内町
079-0262 北海道 美唄市 日東町栄町
079-0263 北海道 美唄市 日東町住吉
079-0264 北海道 美唄市 日東町本町
079-0265 北海道 美唄市 日東町富の郷
079-0266 北海道 美唄市 茶志内町本町
079-0267 北海道 美唄市 茶志内町協和
079-0271 北海道 美唄市 中村町南
079-0272 北海道 美唄市 中村町中央
079-0273 北海道 美唄市 中村町北
079-0274 北海道 美唄市 北美唄町
079-0300 北海道 空知郡奈井江町 
079-0301 北海道 空知郡奈井江町 厳島
079-0302 北海道 空知郡奈井江町 白山
079-0303 北海道 空知郡奈井江町 向ケ丘
079-0304 北海道 空知郡奈井江町 宮村
079-0305 北海道 空知郡奈井江町 茶志内
079-0306 北海道 空知郡奈井江町 東町
079-0311 北海道 空知郡奈井江町 大和
079-0312 北海道 空知郡奈井江町 北町
079-0313 北海道 空知郡奈井江町 本町
079-0314 北海道 空知郡奈井江町 南町
079-0315 北海道 空知郡奈井江町 高島
079-0316 北海道 空知郡奈井江町 キナウスナイ
079-0317 北海道 空知郡奈井江町 瑞穂
079-0392 北海道 空知郡奈井江町 
079-0393 北海道 空知郡奈井江町 
079-0394 北海道 空知郡奈井江町 
079-0397 北海道 空知郡奈井江町 
079-0461 北海道 滝川市 江部乙町
079-0462 北海道 滝川市 江部乙町西
079-0463 北海道 滝川市 江部乙町東
079-0500 北海道 雨竜郡妹背牛町 
079-0501 北海道 雨竜郡妹背牛町 １区
079-0502 北海道 雨竜郡妹背牛町 ２区
079-0503 北海道 雨竜郡妹背牛町 ３区
079-0504 北海道 雨竜郡妹背牛町 ４区
079-0505 北海道 雨竜郡妹背牛町 ５区
079-0506 北海道 雨竜郡妹背牛町 ６区
079-0507 北海道 雨竜郡妹背牛町 ７区
079-0508 北海道 雨竜郡妹背牛町 ８区
079-0509 北海道 雨竜郡妹背牛町 ９区
079-0510 北海道 雨竜郡妹背牛町 １０区
079-0511 北海道 雨竜郡妹背牛町 １１区
079-0592 北海道 雨竜郡妹背牛町 １区
079-0593 北海道 雨竜郡妹背牛町 
079-0595 北海道 雨竜郡妹背牛町 
079-1100 北海道 赤平市 
079-1101 北海道 赤平市 共和町
079-1102 北海道 赤平市 幌岡町
079-1111 北海道 赤平市 若木町北
079-1112 北海道 赤平市 若木町西
079-1113 北海道 赤平市 若木町東
079-1114 北海道 赤平市 若木町南
079-1121 北海道 赤平市 北文京町
079-1122 北海道 赤平市 西文京町
079-1123 北海道 赤平市 東文京町
079-1124 北海道 赤平市 豊丘町
079-1131 北海道 赤平市 西豊里町
079-1132 北海道 赤平市 東豊里町
079-1133 北海道 赤平市 豊里
079-1134 北海道 赤平市 泉町
079-1135 北海道 赤平市 錦町
079-1136 北海道 赤平市 本町
079-1141 北海道 赤平市 大町
079-1142 北海道 赤平市 東大町
079-1143 北海道 赤平市 赤平
079-1144 北海道 赤平市 美園町
079-1151 北海道 赤平市 宮下町
079-1152 北海道 赤平市 桜木町
079-1153 北海道 赤平市 豊栄町
079-1154 北海道 赤平市 幸町
079-1155 北海道 赤平市 昭和町
079-1156 北海道 赤平市 住吉町
079-1181 北海道 砂川市 富平
079-1192 北海道 赤平市 泉町
079-1261 北海道 赤平市 茂尻中央町北
079-1261 北海道 赤平市 茂尻中央町南
079-1262 北海道 赤平市 茂尻春日町
079-1262 北海道 赤平市 茂尻新春日町
079-1263 北海道 赤平市 茂尻本町
079-1264 北海道 赤平市 茂尻旭町
079-1264 北海道 赤平市 茂尻宮下町
079-1265 北海道 赤平市 茂尻新町
079-1266 北海道 赤平市 茂尻
079-1266 北海道 赤平市 茂尻栄町
079-1267 北海道 赤平市 茂尻元町南
079-1268 北海道 赤平市 茂尻元町北
079-1271 北海道 赤平市 百戸町北
079-1272 北海道 赤平市 百戸町東
079-1273 北海道 赤平市 百戸町西
079-1274 北海道 赤平市 エルム町
079-1281 北海道 赤平市 平岸新光町
079-1282 北海道 赤平市 平岸仲町
079-1283 北海道 赤平市 平岸東町
079-1284 北海道 赤平市 平岸南町
079-1285 北海道 赤平市 平岸曙町
079-1286 北海道 赤平市 平岸西町
079-1287 北海道 赤平市 平岸桂町
079-1371 北海道 芦別市 上芦別町
079-1372 北海道 芦別市 野花南町
079-1393 北海道 芦別市 上芦別町
079-1396 北海道 芦別市 野花南町
079-1397 北海道 芦別市 上芦別町
079-1561 北海道 富良野市 山部市街地
079-1562 北海道 富良野市 山部北町
079-1563 北海道 富良野市 山部東町
079-1564 北海道 富良野市 山部中町
079-1565 北海道 富良野市 山部南町
079-1566 北海道 富良野市 山部西町
079-1571 北海道 富良野市 山部西１２線
079-1571 北海道 富良野市 山部西１３線
079-1571 北海道 富良野市 山部西１４線
079-1571 北海道 富良野市 山部西１５線
079-1571 北海道 富良野市 山部西１６線
079-1571 北海道 富良野市 山部西１７線
079-1571 北海道 富良野市 山部西１８線
079-1571 北海道 富良野市 山部西１９線
079-1572 北海道 富良野市 山部西２０線
079-1572 北海道 富良野市 山部西２１線
079-1572 北海道 富良野市 山部西２２線
079-1572 北海道 富良野市 山部西２３線
079-1572 北海道 富良野市 山部西２４線
079-1573 北海道 富良野市 山部西２５線
079-1573 北海道 富良野市 山部西２６線
079-1573 北海道 富良野市 山部西２７線
079-1573 北海道 富良野市 山部西２８線
079-1581 北海道 富良野市 山部東１２線
079-1581 北海道 富良野市 山部東１３線
079-1581 北海道 富良野市 山部東１４線
079-1581 北海道 富良野市 山部東１５線
079-1581 北海道 富良野市 山部東１６線
079-1581 北海道 富良野市 山部東１７線
079-1581 北海道 富良野市 山部東１８線
079-1581 北海道 富良野市 山部東１９線
079-1582 北海道 富良野市 山部東２０線
079-1582 北海道 富良野市 山部東２１線
079-1582 北海道 富良野市 山部東２２線
079-1582 北海道 富良野市 山部東２３線
079-1582 北海道 富良野市 山部東２４線
079-1582 北海道 富良野市 山部東２５線
079-1582 北海道 富良野市 山部東２６線
079-1582 北海道 富良野市 山部東２７線
079-2131 北海道 空知郡南富良野町 金山

079-2132 北海道 空知郡南富良野町 下金山
079-2133 北海道 富良野市 東山
079-2200 北海道 勇払郡占冠村 
079-2201 北海道 勇払郡占冠村 中央
079-2202 北海道 勇払郡占冠村 占冠
079-2203 北海道 勇払郡占冠村 下トマム
079-2204 北海道 勇払郡占冠村 中トマム
079-2205 北海道 勇払郡占冠村 上トマム
079-2206 北海道 勇払郡占冠村 双珠別
079-2207 北海道 勇払郡占冠村 ニニウ
079-2400 北海道 空知郡南富良野町 
079-2401 北海道 空知郡南富良野町 幾寅
079-2401 北海道 空知郡南富良野町 幾寅
079-2401 北海道 空知郡南富良野町 幾寅
079-2401 北海道 空知郡南富良野町 幾寅
079-2402 北海道 空知郡南富良野町 幾寅
079-2403 北海道 空知郡南富良野町 幾寅
079-2403 北海道 空知郡南富良野町 幾寅
079-2403 北海道 空知郡南富良野町 幾寅
079-2403 北海道 空知郡南富良野町 幾寅
079-2403 北海道 空知郡南富良野町 幾寅
079-2404 北海道 空知郡南富良野町 幾寅
079-2404 北海道 空知郡南富良野町 幾寅
079-2404 北海道 空知郡南富良野町 幾寅
079-2411 北海道 空知郡南富良野町 東鹿越
079-2412 北海道 空知郡南富良野町 東幾寅
079-2551 北海道 空知郡南富良野町 落合
079-2552 北海道 空知郡南富良野町 北落合
079-8401 北海道 旭川市 秋月１条
079-8402 北海道 旭川市 秋月２条
079-8403 北海道 旭川市 秋月３条
079-8411 北海道 旭川市 永山１条
079-8412 北海道 旭川市 永山２条
079-8413 北海道 旭川市 永山３条
079-8414 北海道 旭川市 永山４条
079-8415 北海道 旭川市 永山５条
079-8416 北海道 旭川市 永山６条
079-8417 北海道 旭川市 永山７条
079-8418 北海道 旭川市 永山８条
079-8419 北海道 旭川市 永山９条
079-8420 北海道 旭川市 永山１０条
079-8421 北海道 旭川市 永山１１条
079-8422 北海道 旭川市 永山１２条
079-8423 北海道 旭川市 永山１３条
079-8424 北海道 旭川市 永山１４条
079-8431 北海道 旭川市 永山町
079-8441 北海道 旭川市 流通団地１条
079-8442 北海道 旭川市 流通団地２条
079-8443 北海道 旭川市 流通団地３条
079-8444 北海道 旭川市 流通団地４条
079-8451 北海道 旭川市 永山北１条
079-8452 北海道 旭川市 永山北２条
079-8453 北海道 旭川市 永山北３条
079-8454 北海道 旭川市 永山北４条
079-8501 北海道 旭川市 
079-8502 北海道 旭川市 
079-8503 北海道 旭川市 
079-8505 北海道 旭川市 
079-8507 北海道 旭川市 
079-8508 北海道 旭川市 永山町
079-8509 北海道 旭川市 永山町
079-8510 北海道 旭川市 永山町
079-8511 北海道 旭川市 永山町
079-8513 北海道 旭川市 
079-8514 北海道 旭川市 
079-8516 北海道 旭川市 
079-8518 北海道 旭川市 
079-8519 北海道 旭川市 
079-8550 北海道 旭川市 
079-8555 北海道 旭川市 
079-8585 北海道 旭川市 
079-8588 北海道 旭川市 
079-8610 北海道 旭川市 
079-8611 北海道 旭川市 
079-8612 北海道 旭川市 
079-8613 北海道 旭川市 
079-8650 北海道 旭川市 
079-8651 北海道 旭川市 
079-8652 北海道 旭川市 
079-8653 北海道 旭川市
079-8655 北海道 旭川市
079-8656 北海道 旭川市
