060-0000 北海道 札幌市中央区 
065-0007 北海道 札幌市東区 北七条東
065-0007 北海道 札幌市東区 北七条東
065-0007 北海道 札幌市東区 北七条東
065-0007 北海道 札幌市東区 北七条東
065-0007 北海道 札幌市東区 北七条東
065-0007 北海道 札幌市東区 北七条東
065-0008 北海道 札幌市東区 北八条東
065-0008 北海道 札幌市東区 北八条東
065-0008 北海道 札幌市東区 北八条東
065-0008 北海道 札幌市東区 北八条東
065-0008 北海道 札幌市東区 北八条東
065-0008 北海道 札幌市東区 北八条東
065-0008 北海道 札幌市東区 北八条東
065-0008 北海道 札幌市東区 北八条東
065-0008 北海道 札幌市東区 北八条東
065-0008 北海道 札幌市東区 北八条東
065-0008 北海道 札幌市東区 北八条東
065-0008 北海道 札幌市東区 北八条東
065-0009 北海道 札幌市東区 北九条東
065-0009 北海道 札幌市東区 北九条東
065-0009 北海道 札幌市東区 北九条東
065-0009 北海道 札幌市東区 北九条東
065-0009 北海道 札幌市東区 北九条東
065-0009 北海道 札幌市東区 北九条東
065-0009 北海道 札幌市東区 北九条東
065-0009 北海道 札幌市東区 北九条東
065-0009 北海道 札幌市東区 北九条東
065-0010 北海道 札幌市東区 北十条東
065-0011 北海道 札幌市東区 北十一条東
065-0012 北海道 札幌市東区 北十二条東
065-0013 北海道 札幌市東区 北十三条東
065-0014 北海道 札幌市東区 北十四条東
065-0015 北海道 札幌市東区 北十五条東
065-0016 北海道 札幌市東区 北十六条東
065-0017 北海道 札幌市東区 北十七条東
065-0018 北海道 札幌市東区 北十八条東
065-0019 北海道 札幌市東区 北十九条東
065-0020 北海道 札幌市東区 北二十条東
065-0021 北海道 札幌市東区 北二十一条東
065-0022 北海道 札幌市東区 北二十二条東
065-0023 北海道 札幌市東区 北二十三条東
065-0024 北海道 札幌市東区 北二十四条東
065-0025 北海道 札幌市東区 北二十五条東
065-0026 北海道 札幌市東区 北二十六条東
065-0027 北海道 札幌市東区 北二十七条東
065-0028 北海道 札幌市東区 北二十八条東
065-0030 北海道 札幌市東区 北三十条東
065-0031 北海道 札幌市東区 北三十一条東
065-0032 北海道 札幌市東区 北三十二条東
065-0033 北海道 札幌市東区 北三十三条東
065-0041 北海道 札幌市東区 本町一条
065-0042 北海道 札幌市東区 本町二条
065-0043 北海道 札幌市東区 苗穂町
065-8501 北海道 札幌市東区 北十七条東
065-8508 北海道 札幌市東区 北十五条東
065-8510 北海道 札幌市東区 北十八条東
065-8511 北海道 札幌市東区 北十三条東
065-8518 北海道 札幌市東区 北七条東
065-8522 北海道 札幌市東区 苗穂町
065-8533 北海道 札幌市東区 北二十六条東
065-8543 北海道 札幌市東区 北十三条東
065-8550 北海道 札幌市東区 北六条東
065-8555 北海道 札幌市東区 北十七条東
065-8558 北海道 札幌市東区 北二十二条東
065-8567 北海道 札幌市東区 北十六条東
065-8578 北海道 札幌市東区 北十五条東
065-8601 北海道 札幌市東区 北二十五条東
065-8609 北海道 札幌市東区 北十六条東
065-8610 北海道 札幌市東区 北十九条東
065-8611 北海道 札幌市東区 北十二条東
065-8612 北海道 札幌市東区 北十一条東
065-8633 北海道 札幌市東区 北七条東
065-8639 北海道 札幌市東区 苗穂町
065-8686 北海道 札幌市東区 苗穂町
066-0000 北海道 千歳市 
066-0001 北海道 千歳市 長都
066-0002 北海道 千歳市 釜加
066-0003 北海道 千歳市 都
066-0004 北海道 千歳市 泉郷
066-0005 北海道 千歳市 協和
066-0006 北海道 千歳市 祝梅
066-0007 北海道 千歳市 中央
066-0008 北海道 千歳市 根志越
066-0009 北海道 千歳市 柏台南
066-0011 北海道 千歳市 駒里
066-0012 北海道 千歳市 美々
066-0013 北海道 千歳市 柏台
066-0014 北海道 千歳市 青葉丘
066-0015 北海道 千歳市 青葉
066-0016 北海道 千歳市 日の出丘
066-0017 北海道 千歳市 日の出
066-0018 北海道 千歳市 旭ケ丘
066-0019 北海道 千歳市 流通
066-0021 北海道 千歳市 東郊
066-0022 北海道 千歳市 豊里
066-0023 北海道 千歳市 寿
066-0024 北海道 千歳市 弥生
066-0025 北海道 千歳市 梅ケ丘
066-0026 北海道 千歳市 住吉
066-0027 北海道 千歳市 末広
066-0028 北海道 千歳市 花園
066-0029 北海道 千歳市 稲穂
066-0031 北海道 千歳市 長都駅前
066-0032 北海道 千歳市 北陽
066-0033 北海道 千歳市 北光
066-0034 北海道 千歳市 富丘
066-0035 北海道 千歳市 高台
066-0036 北海道 千歳市 北栄
066-0037 北海道 千歳市 新富
066-0038 北海道 千歳市 信濃
066-0039 北海道 千歳市 富士
066-0041 北海道 千歳市 清水町
066-0042 北海道 千歳市 東雲町
066-0043 北海道 千歳市 朝日町
066-0044 北海道 千歳市 平和
066-0045 北海道 千歳市 真々地
066-0046 北海道 千歳市 真町
066-0047 北海道 千歳市 本町
066-0051 北海道 千歳市 泉沢
066-0052 北海道 千歳市 文京
066-0053 北海道 千歳市 福住
066-0054 北海道 千歳市 柏陽
066-0055 北海道 千歳市 里美
066-0056 北海道 千歳市 白樺
066-0057 北海道 千歳市 若草
066-0061 北海道 千歳市 栄町
066-0062 北海道 千歳市 千代田町
066-0063 北海道 千歳市 幸町
066-0064 北海道 千歳市 錦町
066-0065 北海道 千歳市 春日町
066-0066 北海道 千歳市 大和
066-0067 北海道 千歳市 桂木
066-0068 北海道 千歳市 蘭越
066-0069 北海道 千歳市 新星
066-0071 北海道 千歳市 桜木
066-0072 北海道 千歳市 自由ケ丘
066-0073 北海道 千歳市 北斗
066-0074 北海道 千歳市 緑町
066-0075 北海道 千歳市 北信濃
066-0076 北海道 千歳市 あずさ
066-0077 北海道 千歳市 上長都
066-0078 北海道 千歳市 勇舞
066-0081 北海道 千歳市 清流
066-0082 北海道 千歳市 幸福
066-0271 北海道 苫小牧市 丸山
066-0281 北海道 千歳市 支笏湖温泉
066-0282 北海道 千歳市 水明郷
066-0283 北海道 千歳市 モラップ
066-0284 北海道 千歳市 支寒内
066-0285 北海道 千歳市 美笛
066-0286 北海道 千歳市 奥潭
066-0287 北海道 千歳市 幌美内
066-8501 北海道 千歳市 北栄
066-8502 北海道 千歳市 上長都
066-8504 北海道 千歳市 美々
066-8508 北海道 千歳市 幸町
066-8510 北海道 千歳市 平和
066-8512 北海道 千歳市 上長都
066-8515 北海道 千歳市 高台
066-8520 北海道 千歳市 本町
066-8533 北海道 千歳市 泉沢
066-8550 北海道 千歳市 北光
066-8555 北海道 千歳市 上長都
066-8557 北海道 千歳市 栄町
066-8558 北海道 千歳市 東雲町
066-8566 北海道 千歳市 泉沢
066-8567 北海道 千歳市 北信濃
066-8570 北海道 千歳市 北信濃
066-8577 北海道 千歳市 祝梅
066-8585 北海道 千歳市 上長都
066-8588 北海道 千歳市 北信濃
066-8601 北海道 千歳市 錦町
066-8610 北海道 千歳市 泉沢
066-8611 北海道 千歳市 北陽
066-8622 北海道 千歳市 泉沢
066-8633 北海道 千歳市 北栄
066-8637 北海道 千歳市 北栄
066-8639 北海道 千歳市 上長都
066-8649 北海道 千歳市 美々
066-8655 北海道 千歳市 千代田町
066-8660 北海道 千歳市 末広
066-8666 北海道 千歳市 東雲町
066-8668 北海道 千歳市 北信濃
066-8686 北海道 千歳市 東雲町
066-8711 北海道 千歳市 上長都
066-8765 北海道 千歳市 柏台南
066-8787 北海道 千歳市 美々
067-0000 北海道 江別市 
067-0001 北海道 江別市 王子
067-0002 北海道 江別市 緑町西
067-0003 北海道 江別市 緑町東
067-0004 北海道 江別市 若草町
067-0005 北海道 江別市 牧場町
067-0011 北海道 江別市 １条
067-0012 北海道 江別市 ２条
067-0013 北海道 江別市 ３条
067-0014 北海道 江別市 ４条
067-0015 北海道 江別市 ５条
067-0016 北海道 江別市 ６条
067-0017 北海道 江別市 ７条
067-0018 北海道 江別市 ８条
067-0021 北海道 江別市 豊幌
067-0022 北海道 江別市 江別太
067-0023 北海道 江別市 東光町
067-0024 北海道 江別市 朝日町
067-0025 北海道 江別市 あけぼの町
067-0026 北海道 江別市 豊幌花園町
067-0027 北海道 江別市 豊幌美咲町
067-0028 北海道 江別市 豊幌はみんぐ町
067-0031 北海道 江別市 元町
067-0032 北海道 江別市 元江別
067-0033 北海道 江別市 対雁
067-0034 北海道 江別市 いずみ野
067-0041 北海道 江別市 元江別本町
067-0042 北海道 江別市 見晴台
067-0051 北海道 江別市 工栄町
067-0052 北海道 江別市 角山
067-0053 北海道 江別市 中島
067-0054 北海道 江別市 八幡
067-0055 北海道 江別市 篠津
067-0056 北海道 江別市 美原
067-0057 北海道 江別市 萌えぎ野東
067-0058 北海道 江別市 萌えぎ野中央
067-0059 北海道 江別市 萌えぎ野西
067-0061 北海道 江別市 上江別東町
067-0062 北海道 江別市 上江別南町
067-0063 北海道 江別市 上江別西町
067-0064 北海道 江別市 上江別
067-0065 北海道 江別市 ゆめみ野東町
067-0066 北海道 江別市 ゆめみ野南町
067-0071 北海道 江別市 萩ケ岡
067-0072 北海道 江別市 一番町
067-0073 北海道 江別市 弥生町
067-0074 北海道 江別市 高砂町
067-0075 北海道 江別市 向ケ丘
067-8501 北海道 江別市 
067-8547 北海道 江別市 
067-8551 北海道 江別市 工栄町
067-8564 北海道 江別市 上江別
067-8565 北海道 江別市 上江別
067-8585 北海道 江別市 若草町
067-8674 北海道 江別市 高砂町
068-0000 北海道 岩見沢市 
068-0001 北海道 岩見沢市 一条東
068-0002 北海道 岩見沢市 二条東
068-0003 北海道 岩見沢市 三条東
068-0004 北海道 岩見沢市 四条東
068-0005 北海道 岩見沢市 五条東
068-0006 北海道 岩見沢市 六条東
068-0007 北海道 岩見沢市 七条東
068-0008 北海道 岩見沢市 八条東
068-0009 北海道 岩見沢市 九条東
068-0010 北海道 岩見沢市 十条東
068-0011 北海道 岩見沢市 十一条東
068-0012 北海道 岩見沢市 十二条東
068-0013 北海道 岩見沢市 東町一条
068-0014 北海道 岩見沢市 東町二条
068-0015 北海道 岩見沢市 東町
068-0016 北海道 岩見沢市 稔町
068-0021 北海道 岩見沢市 一条西
068-0022 北海道 岩見沢市 二条西
068-0023 北海道 岩見沢市 三条西
068-0024 北海道 岩見沢市 四条西
068-0025 北海道 岩見沢市 五条西
068-0026 北海道 岩見沢市 六条西
068-0027 北海道 岩見沢市 七条西
068-0028 北海道 岩見沢市 八条西
068-0029 北海道 岩見沢市 九条西
068-0030 北海道 岩見沢市 十条西
068-0031 北海道 岩見沢市 十一条西
068-0032 北海道 岩見沢市 十二条西
068-0033 北海道 岩見沢市 十三条西
068-0034 北海道 岩見沢市 有明町南
068-0035 北海道 岩見沢市 有明町中央
068-0041 北海道 岩見沢市 北一条西
068-0042 北海道 岩見沢市 北二条西
068-0043 北海道 岩見沢市 北三条西
068-0044 北海道 岩見沢市 北四条西
068-0045 北海道 岩見沢市 北五条西
068-0046 北海道 岩見沢市 緑町
068-0047 北海道 岩見沢市 若松町
068-0048 北海道 岩見沢市 西川町
068-0051 北海道 岩見沢市 元町一条西
068-0052 北海道 岩見沢市 元町二条西
068-0053 北海道 岩見沢市 北本町西
068-0054 北海道 岩見沢市 元町一条東
068-0055 北海道 岩見沢市 元町二条東
068-0056 北海道 岩見沢市 元町三条東
068-0057 北海道 岩見沢市 北本町東
068-0058 北海道 岩見沢市 桜木一条
068-0061 北海道 岩見沢市 北六条西
068-0101 北海道 岩見沢市 栗沢町北斗
068-0102 北海道 岩見沢市 栗沢町栗部
068-0103 北海道 岩見沢市 栗沢町砺波
068-0104 北海道 岩見沢市 栗沢町耕成
068-0105 北海道 岩見沢市 栗沢町自協
068-0106 北海道 岩見沢市 栗沢町越前
068-0111 北海道 岩見沢市 栗沢町由良
068-0112 北海道 岩見沢市 栗沢町上幌
068-0113 北海道 岩見沢市 栗沢町宮村
068-0114 北海道 岩見沢市 栗沢町茂世丑
068-0115 北海道 岩見沢市 栗沢町最上
068-0121 北海道 岩見沢市 栗沢町北本町
068-0122 北海道 岩見沢市 栗沢町北幸穂
068-0123 北海道 岩見沢市 栗沢町東本町
068-0124 北海道 岩見沢市 栗沢町幸穂町
068-0125 北海道 岩見沢市 栗沢町南本町
068-0126 北海道 岩見沢市 栗沢町西本町
068-0127 北海道 岩見沢市 栗沢町本町
068-0131 北海道 岩見沢市 栗沢町小西
068-0132 北海道 岩見沢市 栗沢町南幸穂
068-0133 北海道 岩見沢市 栗沢町加茂川
068-0134 北海道 岩見沢市 栗沢町栗丘
068-0135 北海道 岩見沢市 栗沢町岐阜
068-0136 北海道 岩見沢市 栗沢町必成
068-0194 北海道 岩見沢市 栗沢町東本町
068-0351 北海道 夕張郡栗山町 阿野呂
068-0352 北海道 夕張郡栗山町 大井分
068-0353 北海道 夕張郡栗山町 継立
068-0354 北海道 夕張郡栗山町 日出
068-0355 北海道 夕張郡栗山町 御園
068-0356 北海道 夕張郡栗山町 南角田
068-0357 北海道 夕張郡栗山町 南学田
068-0358 北海道 夕張郡栗山町 桜山
068-0361 北海道 夕張郡栗山町 滝下
068-0362 北海道 夕張郡栗山町 円山
068-0363 北海道 夕張郡栗山町 円山東山
068-0400 北海道 夕張市 
068-0401 北海道 夕張市 高松
068-0402 北海道 夕張市 社光
068-0403 北海道 夕張市 本町
068-0404 北海道 夕張市 昭和
068-0405 北海道 夕張市 旭町
068-0406 北海道 夕張市 住初
068-0407 北海道 夕張市 福住
068-0408 北海道 夕張市 富岡
068-0409 北海道 夕張市 丁未
068-0411 北海道 夕張市 末広
068-0412 北海道 夕張市 鹿の谷東丘町
068-0413 北海道 夕張市 鹿の谷
068-0414 北海道 夕張市 鹿の谷山手町
068-0421 北海道 夕張市 常盤
068-0422 北海道 夕張市 日吉
068-0423 北海道 夕張市 平和
068-0424 北海道 夕張市 千代田
068-0425 北海道 夕張市 若菜
068-0426 北海道 夕張市 富野
068-0492 北海道 夕張市 本町
068-0531 北海道 夕張市 清水沢
068-0532 北海道 夕張市 清水沢清栄町
068-0533 北海道 夕張市 清水沢清湖町
068-0534 北海道 夕張市 清水沢宮前町
068-0535 北海道 夕張市 清水沢清陵町
068-0536 北海道 夕張市 南清水沢
068-0540 北海道 夕張市 南部住の江町
068-0541 北海道 夕張市 南部遠幌町
068-0542 北海道 夕張市 南部夕南町
068-0543 北海道 夕張市 南部若美町
068-0544 北海道 夕張市 南部大宮町
068-0545 北海道 夕張市 南部東町
068-0546 北海道 夕張市 南部青葉町
068-0546 北海道 夕張市 南部菊水町
068-0547 北海道 夕張市 南部新光町
068-0548 北海道 夕張市 南部幌南町
068-0549 北海道 夕張市 南部岳見町
068-0661 北海道 夕張市 鹿島白金
068-0662 北海道 夕張市 鹿島明石町
068-0663 北海道 夕張市 鹿島千年町
068-0664 北海道 夕張市 鹿島錦町
068-0665 北海道 夕張市 鹿島宝町
068-0671 北海道 夕張市 鹿島緑町
068-0672 北海道 夕張市 鹿島富士見町
068-0673 北海道 夕張市 鹿島栄町
068-0674 北海道 夕張市 鹿島代々木町
068-0675 北海道 夕張市 鹿島北栄町
068-0751 北海道 夕張市 沼ノ沢
068-0752 北海道 夕張市 真谷地
068-0753 北海道 夕張市 登川
068-0754 北海道 夕張市 楓
068-0755 北海道 夕張市 紅葉山
068-0756 北海道 夕張市 滝ノ上
068-0801 北海道 岩見沢市 南町一条
068-0802 北海道 岩見沢市 南町二条
068-0803 北海道 岩見沢市 南町三条
068-0804 北海道 岩見沢市 南町四条
068-0805 北海道 岩見沢市 南町五条
068-0806 北海道 岩見沢市 南町六条
068-0807 北海道 岩見沢市 南町七条
068-0808 北海道 岩見沢市 南町八条
068-0809 北海道 岩見沢市 南町九条
068-0810 北海道 岩見沢市 南町
068-0811 北海道 岩見沢市 美園一条
068-0812 北海道 岩見沢市 美園二条
068-0813 北海道 岩見沢市 美園三条
068-0814 北海道 岩見沢市 美園四条
068-0815 北海道 岩見沢市 美園五条
068-0816 北海道 岩見沢市 美園六条
068-0817 北海道 岩見沢市 美園七条
068-0818 北海道 岩見沢市 並木町
068-0820 北海道 岩見沢市 東山
068-0821 北海道 岩見沢市 栄町
068-0822 北海道 岩見沢市 日の出台
068-0823 北海道 岩見沢市 日の出南
068-0824 北海道 岩見沢市 日の出北
068-0825 北海道 岩見沢市 日の出町
068-0826 北海道 岩見沢市 東山町
068-0827 北海道 岩見沢市 春日町
068-0828 北海道 岩見沢市 鳩が丘
068-0829 北海道 岩見沢市 かえで町
068-0830 北海道 岩見沢市 若駒
068-0831 北海道 岩見沢市 ふじ町一条
068-0832 北海道 岩見沢市 ふじ町二条
068-0833 北海道 岩見沢市 志文町
068-0834 北海道 岩見沢市 駒園
068-0835 北海道 岩見沢市 緑が丘
068-0836 北海道 岩見沢市 上志文町
068-0837 北海道 岩見沢市 宝水町
068-0841 北海道 岩見沢市 志文本町一条
068-0842 北海道 岩見沢市 志文本町二条
068-0843 北海道 岩見沢市 志文本町三条
068-0844 北海道 岩見沢市 志文本町四条
068-0845 北海道 岩見沢市 志文本町五条
068-0846 北海道 岩見沢市 下志文町
068-0847 北海道 岩見沢市 金子町
068-0851 北海道 岩見沢市 大和一条
068-0852 北海道 岩見沢市 大和二条
068-0853 北海道 岩見沢市 大和三条
068-0854 北海道 岩見沢市 大和四条
068-0855 北海道 岩見沢市 大和町
068-1100 北海道 石狩郡新篠津村 
068-1101 北海道 石狩郡新篠津村 萌出
068-1102 北海道 石狩郡新篠津村 いなほ
068-1103 北海道 石狩郡新篠津村 西の里
068-1104 北海道 石狩郡新篠津村 かつら
068-1105 北海道 石狩郡新篠津村 みのり
068-1111 北海道 石狩郡新篠津村 東明
068-1112 北海道 石狩郡新篠津村 あけぼの
068-1113 北海道 石狩郡新篠津村 ふらわ
068-1114 北海道 石狩郡新篠津村 南ケ丘
068-1115 北海道 石狩郡新篠津村 みずほ
068-1116 北海道 石狩郡新篠津村 上達布
068-1121 北海道 石狩郡新篠津村 新湧
068-1122 北海道 石狩郡新篠津村 北新
068-1123 北海道 石狩郡新篠津村 川上
068-1124 北海道 石狩郡新篠津村 高倉
068-1125 北海道 石狩郡新篠津村 上篠津
068-1126 北海道 石狩郡新篠津村 豊ケ丘
068-1127 北海道 石狩郡新篠津村 沼之端
068-1131 北海道 石狩郡新篠津村 基線
068-1132 北海道 石狩郡新篠津村 豊野
068-1133 北海道 石狩郡新篠津村 平安
068-1134 北海道 石狩郡新篠津村 宍粟
068-1135 北海道 石狩郡新篠津村 袋達布
068-1136 北海道 石狩郡新篠津村 下達布
068-1137 北海道 石狩郡新篠津村 中篠津
068-1138 北海道 石狩郡新篠津村 新西篠津
068-1141 北海道 石狩郡新篠津村 西篠津
068-1142 北海道 石狩郡新篠津村 新樺
068-1143 北海道 石狩郡新篠津村 武田
068-1144 北海道 石狩郡新篠津村 拓新
068-1145 北海道 石狩郡新篠津村 西高倉
068-1146 北海道 石狩郡新篠津村 新高倉
068-1151 北海道 石狩郡新篠津村 西原
068-1152 北海道 石狩郡新篠津村 川下
068-1153 北海道 石狩郡新篠津村 中原
068-1161 北海道 岩見沢市 北村北都
068-1192 北海道 石狩郡新篠津村 
068-1193 北海道 石狩郡新篠津村 
068-1194 北海道 石狩郡新篠津村 
068-1195 北海道 石狩郡新篠津村 
068-1201 北海道 岩見沢市 北村豊正
068-1202 北海道 岩見沢市 北村中小屋
068-1203 北海道 岩見沢市 北村大願
068-1204 北海道 岩見沢市 北村栄町
068-1205 北海道 岩見沢市 北村豊里
068-1211 北海道 岩見沢市 北村北都
068-1212 北海道 岩見沢市 北村中央
068-1213 北海道 岩見沢市 北村赤川
068-1214 北海道 岩見沢市 北村美唄達布
068-1215 北海道 岩見沢市 北村幌達布
068-1231 北海道 樺戸郡月形町 雁里
068-1292 北海道 岩見沢市 北村赤川
068-2100 北海道 三笠市 
068-2101 北海道 三笠市 桂沢
068-2102 北海道 三笠市 西桂沢
068-2103 北海道 三笠市 奔別新町
068-2104 北海道 三笠市 東清住町
068-2105 北海道 三笠市 清住町
068-2106 北海道 三笠市 美園町
068-2107 北海道 三笠市 若草町
068-2108 北海道 三笠市 柏町
068-2111 北海道 三笠市 幾春別錦町
068-2112 北海道 三笠市 幾春別川向町
068-2113 北海道 三笠市 幾春別山手町
068-2114 北海道 三笠市 幾春別栗丘町
068-2115 北海道 三笠市 幾春別滝見町
068-2116 北海道 三笠市 幾春別町
068-2117 北海道 三笠市 幾春別中島町
068-2118 北海道 三笠市 幾春別千住町
068-2121 北海道 三笠市 弥生桜木町
068-2122 北海道 三笠市 弥生並木町
068-2123 北海道 三笠市 弥生桃山町
068-2124 北海道 三笠市 弥生花園町
068-2125 北海道 三笠市 弥生橘町
068-2126 北海道 三笠市 弥生町
068-2127 北海道 三笠市 弥生柳町
068-2128 北海道 三笠市 弥生藤枝町
068-2131 北海道 三笠市 唐松春光町
068-2132 北海道 三笠市 唐松緑町
068-2133 北海道 三笠市 唐松常盤町
068-2134 北海道 三笠市 唐松千代田町
068-2135 北海道 三笠市 唐松町
068-2136 北海道 三笠市 唐松栄町
068-2137 北海道 三笠市 唐松青山町
068-2141 北海道 三笠市 本町
068-2142 北海道 三笠市 幌内住吉町
068-2143 北海道 三笠市 幌内北星町
068-2144 北海道 三笠市 幌内金谷町
068-2145 北海道 三笠市 幌内町
068-2146 北海道 三笠市 幌内春日町
068-2147 北海道 三笠市 幌内新栄町
068-2148 北海道 三笠市 幌内初音町
068-2151 北海道 三笠市 有明町
068-2152 北海道 三笠市 多賀町
068-2153 北海道 三笠市 幸町
068-2154 北海道 三笠市 高美町
068-2155 北海道 三笠市 榊町
068-2156 北海道 三笠市 宮本町
068-2157 北海道 三笠市 若松町
068-2158 北海道 三笠市 堤町
068-2161 北海道 三笠市 本郷町
068-2162 北海道 三笠市 川内
068-2163 北海道 三笠市 達布
068-2164 北海道 三笠市 いちきしり
068-2165 北海道 三笠市 岡山
068-2166 北海道 三笠市 萱野
068-2167 北海道 三笠市 大里
068-2168 北海道 三笠市 美和
068-2181 北海道 美唄市 光珠内町南
068-2192 北海道 三笠市 幸町
068-2193 北海道 三笠市 若草町
068-2194 北海道 三笠市 宮本町
068-3151 北海道 岩見沢市 栗沢町万字大平
068-3152 北海道 岩見沢市 栗沢町万字幸町
068-3153 北海道 岩見沢市 栗沢町万字仲町
068-3154 北海道 岩見沢市 栗沢町万字曙町
068-3155 北海道 岩見沢市 栗沢町万字寿町
068-3156 北海道 岩見沢市 栗沢町万字英町
068-3157 北海道 岩見沢市 栗沢町万字睦町
068-3158 北海道 岩見沢市 栗沢町万字巴町
068-3159 北海道 岩見沢市 栗沢町万字二見町
068-3161 北海道 岩見沢市 栗沢町宮村
068-3162 北海道 岩見沢市 栗沢町万字旭町
068-3163 北海道 岩見沢市 栗沢町万字西原町
068-3164 北海道 岩見沢市 栗沢町万字錦町
068-3165 北海道 岩見沢市 栗沢町西万字
068-3171 北海道 岩見沢市 栗沢町美流渡本町
068-3172 北海道 岩見沢市 栗沢町美流渡栄町
068-3173 北海道 岩見沢市 栗沢町美流渡若葉町
068-3174 北海道 岩見沢市 栗沢町美流渡吉野町
068-3175 北海道 岩見沢市 栗沢町美流渡西町
068-3176 北海道 岩見沢市 栗沢町美流渡東栄町
068-3177 北海道 岩見沢市 栗沢町美流渡末広町
068-3178 北海道 岩見沢市 栗沢町美流渡錦町
068-3179 北海道 岩見沢市 栗沢町美流渡桜町
068-3180 北海道 岩見沢市 栗沢町美流渡東町
068-3181 北海道 岩見沢市 栗沢町美流渡南町
068-3182 北海道 岩見沢市 栗沢町美流渡緑町
068-3183 北海道 岩見沢市 栗沢町美流渡楓町
068-3185 北海道 岩見沢市 朝日町
068-3186 北海道 岩見沢市 清水町
068-3187 北海道 岩見沢市 奈良町
068-3188 北海道 岩見沢市 毛陽町
068-8550 北海道 岩見沢市 八条西
068-8555 北海道 岩見沢市 九条西
068-8558 北海道 岩見沢市 八条西
068-8588 北海道 岩見沢市 大和三条
068-8609 北海道 岩見沢市 五条東
068-8639 北海道 岩見沢市 有明町南
068-8642 北海道 岩見沢市 緑が丘
068-8650 北海道 岩見沢市 五条東
068-8660 北海道 岩見沢市 三条西
068-8666 北海道 岩見沢市 八条東
068-8686 北海道 岩見沢市 鳩が丘
068-8688 北海道 岩見沢市 二条西
069-0200 北海道 空知郡南幌町 
069-0207 北海道 空知郡南幌町 南７線西
069-0208 北海道 空知郡南幌町 南８線西
069-0209 北海道 空知郡南幌町 南９線西
069-0210 北海道 空知郡南幌町 南１０線西
069-0211 北海道 空知郡南幌町 南１１線西
069-0212 北海道 空知郡南幌町 南１２線西
069-0213 北海道 空知郡南幌町 南１３線西
069-0214 北海道 空知郡南幌町 南１４線西
069-0215 北海道 空知郡南幌町 南１５線西
069-0216 北海道 空知郡南幌町 南１６線西
069-0217 北海道 空知郡南幌町 南１７線西
069-0218 北海道 空知郡南幌町 南１８線西
069-0219 北海道 空知郡南幌町 南１９線西
069-0220 北海道 空知郡南幌町 南２０線西
069-0221 北海道 空知郡南幌町 南２１線西
069-0231 北海道 空知郡南幌町 北町
069-0232 北海道 空知郡南幌町 緑町
069-0233 北海道 空知郡南幌町 東町
069-0234 北海道 空知郡南幌町 美園
069-0235 北海道 空知郡南幌町 中央
069-0236 北海道 空知郡南幌町 西町
069-0237 北海道 空知郡南幌町 栄町
069-0238 北海道 空知郡南幌町 元町
069-0239 北海道 空知郡南幌町 稲穂
069-0292 北海道 空知郡南幌町 栄町
069-0293 北海道 空知郡南幌町 栄町
069-0351 北海道 岩見沢市 北村砂浜
069-0361 北海道 岩見沢市 上幌向北一条
069-0362 北海道 岩見沢市 上幌向南一条
069-0363 北海道 岩見沢市 上幌向南二条
069-0364 北海道 岩見沢市 上幌向南三条
069-0365 北海道 岩見沢市 上幌向町
069-0366 北海道 岩見沢市 双葉町
069-0371 北海道 岩見沢市 幌向南一条
069-0372 北海道 岩見沢市 幌向南二条
069-0373 北海道 岩見沢市 幌向南三条
069-0374 北海道 岩見沢市 幌向南四条
069-0375 北海道 岩見沢市 幌向南五条
069-0376 北海道 岩見沢市 中幌向町
069-0381 北海道 岩見沢市 幌向北一条
069-0382 北海道 岩見沢市 幌向北二条
069-0383 北海道 岩見沢市 幌向町
069-0384 北海道 岩見沢市 御茶の水町
069-0801 北海道 江別市 中央町
069-0802 北海道 江別市 野幌寿町
069-0803 北海道 江別市 野幌屯田町
069-0804 北海道 江別市 野幌美幸町
069-0805 北海道 江別市 元野幌
069-0806 北海道 江別市 新栄台
069-0811 北海道 江別市 錦町
069-0812 北海道 江別市 幸町
069-0813 北海道 江別市 野幌町
069-0814 北海道 江別市 野幌松並町
069-0815 北海道 江別市 野幌末広町
069-0816 北海道 江別市 野幌住吉町
069-0817 北海道 江別市 野幌代々木町
069-0821 北海道 江別市 東野幌町
069-0822 北海道 江別市 東野幌
069-0823 北海道 江別市 緑ケ丘
069-0824 北海道 江別市 東野幌本町
069-0825 北海道 江別市 野幌東町
069-0826 北海道 江別市 あさひが丘
069-0831 北海道 江別市 野幌若葉町
069-0832 北海道 江別市 西野幌
069-0833 北海道 江別市 文京台
069-0834 北海道 江別市 文京台東町
069-0835 北海道 江別市 文京台南町
069-0836 北海道 江別市 文京台緑町
069-0841 北海道 江別市 大麻元町
069-0842 北海道 江別市 大麻沢町
069-0843 北海道 江別市 大麻扇町
069-0844 北海道 江別市 大麻西町
069-0845 北海道 江別市 大麻
069-0846 北海道 江別市 大麻桜木町
069-0847 北海道 江別市 大麻ひかり町
069-0851 北海道 江別市 大麻園町
069-0852 北海道 江別市 大麻東町
069-0853 北海道 江別市 大麻高町
069-0854 北海道 江別市 大麻中町
069-0855 北海道 江別市 大麻宮町
069-0861 北海道 江別市 大麻北町
069-0862 北海道 江別市 大麻栄町
069-0863 北海道 江別市 大麻新町
069-0864 北海道 江別市 大麻泉町
069-0865 北海道 江別市 大麻南樹町
